Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,ExperienceRatio,IncomePerYearExp,TenureSatisfaction
48,0,Travel_Rarely,1236,Research & Development,1,Life Sciences,4,40,2,Manager,1,Married,15402,17997,No,1,21,3,1,2,0.09523809523809523,700.0909090909091,2
44,0,Travel_Rarely,1112,Human Resources,1,Life Sciences,1,50,2,Human Resources,3,Single,5985,26894,No,0,10,1,4,2,0.2,544.0909090909091,6
34,0,Travel_Rarely,204,Sales,14,Technical Degree,3,31,3,Sales Representative,3,Divorced,2579,2912,Yes,2,8,3,3,2,0.25,286.55555555555554,6
27,1,Travel_Rarely,1420,Sales,2,Marketing,3,85,3,Sales Representative,1,Divorced,3041,16346,No,1,5,3,3,3,0.6,506.8333333333333,3
21,0,Travel_Rarely,1343,Sales,22,Technical Degree,3,49,3,Sales Representative,3,Single,3447,24444,No,0,3,2,3,2,0.6666666666666666,861.75,6
44,0,Travel_Rarely,1315,Research & Development,3,Other,4,35,3,Manager,4,Married,19513,9358,Yes,1,26,2,4,2,0.07692307692307693,722.7037037037037,8
22,0,Travel_Rarely,604,Research & Development,6,Medical,1,69,3,Research Scientist,3,Married,2773,12145,No,0,3,3,3,2,0.6666666666666666,693.25,6
33,0,Travel_Rarely,1216,Sales,8,Marketing,3,39,3,Sales Executive,3,Divorced,7104,20431,No,0,6,3,3,0,0.0,1014.8571428571429,0
32,0,Travel_Rarely,646,Research & Development,9,Life Sciences,1,92,3,Research Scientist,4,Married,6322,18089,Yes,1,6,2,2,4,0.6666666666666666,903.1428571428571,16
30,0,Travel_Frequently,160,Research & Development,3,Medical,3,71,3,Research Scientist,3,Divorced,2083,22653,No,1,1,2,3,0,0.0,1041.5,0
53,0,Travel_Rarely,238,Sales,1,Medical,4,34,3,Sales Executive,1,Single,8381,7507,No,0,18,2,4,7,0.3888888888888889,441.10526315789474,7
34,0,Travel_Rarely,1397,Research & Development,1,Life Sciences,2,42,3,Research Scientist,4,Married,2691,7660,No,1,10,4,2,9,0.9,244.63636363636363,36
45,1,Travel_Frequently,306,Sales,26,Life Sciences,1,100,3,Sales Executive,1,Married,4286,5630,No,2,5,4,3,1,0.2,714.3333333333334,1
26,0,Travel_Rarely,991,Research & Development,6,Life Sciences,3,71,3,Laboratory Technician,4,Married,2659,17759,Yes,1,3,2,3,2,0.6666666666666666,664.75,8
37,0,Travel_Rarely,482,Research & Development,3,Other,3,36,3,Manufacturing Director,3,Married,9434,9606,No,1,10,2,3,7,0.7,857.6363636363636,21
29,0,Travel_Rarely,1176,Sales,3,Medical,2,62,3,Sales Executive,3,Married,5561,3487,No,1,6,5,2,0,0.0,794.4285714285714,0
35,0,Travel_Rarely,1017,Research & Development,6,Life Sciences,2,82,1,Research Scientist,4,Single,6646,19368,No,0,17,3,3,11,0.6470588235294118,369.22222222222223,44
33,0,Travel_Frequently,1296,Research & Development,6,Life Sciences,3,30,3,Healthcare Representative,4,Divorced,7725,5335,No,1,15,2,1,11,0.7333333333333333,482.8125,44
54,0,Travel_Rarely,397,Human Resources,19,Medical,3,88,3,Human Resources,2,Married,10725,6729,No,1,16,1,4,7,0.4375,630.8823529411765,14
36,0,Travel_Rarely,913,Research & Development,9,Medical,2,48,2,Manufacturing Director,2,Divorced,8847,13934,Yes,1,13,2,3,2,0.15384615384615385,631.9285714285714,4
27,0,Travel_Rarely,1115,Research & Development,3,Medical,1,54,2,Research Scientist,4,Single,2045,15174,No,0,5,0,3,2,0.4,340.8333333333333,8
20,1,Travel_Rarely,1362,Research & Development,10,Medical,4,32,3,Research Scientist,3,Single,1009,26999,Yes,0,1,5,3,0,0.0,504.5,0
33,1,Travel_Frequently,1076,Research & Development,3,Life Sciences,1,70,3,Research Scientist,1,Single,3348,3164,Yes,0,10,3,3,8,0.8,304.3636363636364,8
35,0,Non-Travel,727,Research & Development,3,Life Sciences,3,41,2,Laboratory Technician,3,Married,1281,16900,No,2,1,3,3,0,0.0,640.5,0
23,0,Travel_Rarely,885,Research & Development,4,Medical,1,58,4,Research Scientist,1,Married,2819,8544,No,1,5,3,4,2,0.4,469.8333333333333,2
25,0,Travel_Rarely,810,Sales,8,Life Sciences,4,57,4,Sales Executive,2,Married,4851,15678,No,1,4,4,3,2,0.5,970.2,4
38,0,Travel_Rarely,243,Sales,7,Marketing,4,46,2,Sales Executive,4,Single,4028,7791,No,0,8,2,3,7,0.875,447.55555555555554,28
29,0,Travel_Frequently,806,Research & Development,1,Life Sciences,2,76,1,Research Scientist,4,Divorced,2720,18959,No,1,10,5,3,7,0.7,247.27272727272728,28
48,0,Travel_Rarely,817,Sales,2,Marketing,2,56,4,Sales Executive,2,Married,8120,18597,No,0,12,3,3,2,0.16666666666666666,624.6153846153846,4
27,0,Travel_Frequently,1410,Sales,3,Medical,4,71,4,Sales Executive,4,Divorced,4647,16673,Yes,2,6,3,3,5,0.8333333333333334,663.8571428571429,20
37,0,Travel_Rarely,1225,Research & Development,10,Life Sciences,4,80,4,Research Scientist,4,Single,4680,15232,No,0,4,2,3,0,0.0,936.0,0
50,0,Travel_Rarely,1207,Research & Development,28,Medical,4,74,4,Laboratory Technician,3,Married,3221,3297,Yes,3,20,3,3,8,0.4,153.38095238095238,24
34,0,Travel_Rarely,1442,Research & Development,9,Medical,4,46,2,Healthcare Representative,2,Single,8621,17654,No,0,9,3,4,7,0.7777777777777778,862.1,14
24,1,Travel_Rarely,693,Sales,3,Life Sciences,1,65,3,Sales Executive,3,Single,4577,24785,No,0,4,3,3,2,0.5,915.4,6
39,0,Travel_Rarely,408,Research & Development,2,Technical Degree,4,80,2,Healthcare Representative,3,Single,4553,20978,No,0,20,4,3,7,0.35,216.8095238095238,21
32,0,Travel_Rarely,929,Sales,10,Marketing,4,55,3,Sales Executive,4,Single,5396,21703,No,0,10,2,2,7,0.7,490.54545454545456,28
50,1,Travel_Frequently,562,Sales,8,Technical Degree,2,50,3,Sales Executive,3,Married,6796,23452,Yes,1,18,4,3,3,0.16666666666666666,357.6842105263158,9
38,0,Travel_Rarely,827,Research & Development,1,Life Sciences,2,33,4,Healthcare Representative,4,Single,7625,19383,No,0,10,4,2,7,0.7,693.1818181818181,28
27,0,Travel_Rarely,608,Research & Development,1,Life Sciences,3,68,3,Manufacturing Director,1,Married,7412,6009,No,0,9,3,3,7,0.7777777777777778,741.2,7
32,0,Travel_Rarely,1018,Research & Development,3,Life Sciences,3,39,3,Research Director,4,Single,11159,19373,No,0,10,6,3,7,0.7,1014.4545454545455,28
47,0,Travel_Rarely,703,Sales,14,Marketing,4,42,3,Sales Executive,1,Single,4960,11825,No,0,20,2,3,7,0.35,236.1904761904762,7
40,0,Travel_Frequently,580,Sales,5,Life Sciences,4,48,2,Sales Executive,1,Married,10475,23772,Yes,1,20,2,3,13,0.65,498.8095238095238,13
53,0,Travel_Rarely,970,Research & Development,7,Life Sciences,3,59,4,Research Director,3,Married,14814,13514,No,0,32,3,3,1,0.03125,448.90909090909093,3
41,0,Travel_Rarely,427,Human Resources,10,Human Resources,2,73,2,Manager,4,Divorced,19141,8861,No,3,23,2,2,6,0.2608695652173913,797.5416666666666,24
60,0,Travel_Rarely,1179,Sales,16,Marketing,1,84,3,Sales Executive,1,Single,5405,11924,No,0,10,1,3,2,0.2,491.3636363636364,2
27,0,Travel_Frequently,294,Research & Development,10,Life Sciences,4,32,3,Manufacturing Director,1,Divorced,8793,4809,No,2,9,4,2,7,0.7777777777777778,879.3,7
41,0,Travel_Rarely,314,Human Resources,1,Human Resources,4,59,2,Manager,3,Married,19189,19562,No,1,22,3,3,7,0.3181818181818182,834.304347826087,21
50,0,Travel_Rarely,316,Sales,8,Marketing,4,54,3,Sales Representative,2,Married,3875,9983,No,1,4,2,3,2,0.5,775.0,4
28,1,Travel_Rarely,654,Research & Development,1,Life Sciences,1,67,1,Research Scientist,2,Single,2216,3872,Yes,0,10,4,3,7,0.7,201.45454545454547,14
36,0,Non-Travel,427,Research & Development,8,Life Sciences,1,63,4,Research Director,1,Married,11713,20335,No,1,10,2,3,7,0.7,1064.8181818181818,7
38,0,Travel_Rarely,168,Research & Development,1,Life Sciences,3,81,3,Manufacturing Director,3,Single,7861,15397,Yes,0,10,4,4,0,0.0,714.6363636363636,0
44,0,Non-Travel,381,Research & Development,24,Medical,1,49,1,Laboratory Technician,3,Single,3708,2104,No,0,9,5,3,2,0.2222222222222222,370.8,6
47,0,Travel_Frequently,217,Sales,3,Medical,4,49,3,Sales Executive,3,Divorced,13770,10225,Yes,2,28,2,2,2,0.07142857142857142,474.82758620689657,6
30,0,Travel_Rarely,501,Sales,27,Marketing,3,99,3,Sales Executive,4,Divorced,5304,25275,No,1,10,2,2,7,0.7,482.1818181818182,28
29,0,Travel_Rarely,1396,Sales,10,Life Sciences,3,99,3,Sales Representative,3,Single,2642,2755,No,0,1,6,3,0,0.0,1321.0,0
42,1,Travel_Frequently,933,Research & Development,19,Medical,3,57,4,Research Scientist,3,Divorced,2759,20366,Yes,0,7,2,3,2,0.2857142857142857,344.875,6
43,0,Travel_Frequently,775,Sales,15,Life Sciences,4,47,2,Sales Executive,4,Married,6804,23683,No,1,7,5,3,2,0.2857142857142857,850.5,8
34,0,Travel_Rarely,970,Research & Development,8,Medical,2,96,3,Healthcare Representative,3,Single,6142,7360,No,0,10,2,3,1,0.1,558.3636363636364,3
23,0,Travel_Rarely,650,Research & Development,9,Medical,2,37,3,Laboratory Technician,1,Married,2500,4344,No,1,5,2,4,3,0.6,416.6666666666667,3
39,0,Travel_Rarely,141,Human Resources,3,Human Resources,3,44,4,Human Resources,2,Married,6389,18767,No,1,12,3,1,3,0.25,491.46153846153845,6
56,0,Travel_Rarely,832,Research & Development,9,Medical,3,81,3,Healthcare Representative,4,Married,11103,20420,No,0,30,1,2,7,0.23333333333333334,358.16129032258067,28
40,0,Travel_Rarely,804,Research & Development,2,Medical,4,86,2,Research Scientist,4,Single,2342,22929,Yes,0,5,2,2,2,0.4,390.3333333333333,8
27,0,Travel_Rarely,975,Research & Development,7,Medical,4,55,2,Healthcare Representative,1,Single,6811,23398,No,0,9,2,1,6,0.6666666666666666,681.1,6
29,0,Travel_Rarely,1090,Sales,10,Marketing,4,83,3,Sales Representative,2,Divorced,2297,17967,No,2,2,2,3,2,1.0,765.6666666666666,4
53,0,Travel_Rarely,346,Research & Development,6,Life Sciences,4,86,3,Laboratory Technician,4,Single,2450,10919,No,0,19,4,3,2,0.10526315789473684,122.5,8
35,0,Non-Travel,1225,Research & Development,2,Life Sciences,4,61,3,Healthcare Representative,1,Divorced,5093,4761,No,1,16,2,4,0,0.0,299.5882352941176,0
32,0,Travel_Frequently,430,Research & Development,24,Life Sciences,1,80,3,Laboratory Technician,4,Married,5309,21146,No,2,10,2,3,8,0.8,482.6363636363636,32
38,0,Travel_Rarely,268,Research & Development,2,Medical,4,92,3,Research Scientist,3,Married,3057,20471,Yes,1,6,0,1,0,0.0,436.7142857142857,0
34,0,Travel_Rarely,167,Research & Development,8,Life Sciences,2,32,3,Manufacturing Director,1,Divorced,5121,4187,No,1,7,3,3,0,0.0,640.125,0
52,0,Travel_Rarely,621,Sales,3,Marketing,3,31,2,Manager,1,Married,16856,10084,No,0,34,3,4,6,0.17647058823529413,481.6,6
33,1,Travel_Rarely,527,Research & Development,1,Other,4,63,3,Research Scientist,4,Single,2686,5207,Yes,0,10,2,2,9,0.9,244.1818181818182,36
25,0,Travel_Rarely,883,Sales,26,Medical,3,32,3,Sales Executive,4,Single,6180,22807,No,0,6,5,2,5,0.8333333333333334,882.8571428571429,20
45,0,Travel_Rarely,954,Sales,2,Technical Degree,2,46,1,Sales Representative,3,Single,6632,12388,No,0,9,3,3,7,0.7777777777777778,663.2,21
23,0,Travel_Rarely,310,Research & Development,10,Medical,1,79,4,Research Scientist,3,Single,3505,19630,No,0,2,3,3,2,1.0,1168.3333333333333,6
47,1,Travel_Frequently,719,Sales,27,Life Sciences,2,77,4,Sales Executive,3,Single,6397,10339,Yes,0,8,2,3,4,0.5,710.7777777777778,12
34,0,Travel_Rarely,304,Sales,2,Other,4,60,3,Sales Executive,4,Single,6274,18686,No,0,6,5,3,5,0.8333333333333334,896.2857142857143,20
55,1,Travel_Rarely,725,Research & Development,2,Medical,4,78,3,Manager,1,Married,19859,21199,Yes,1,24,2,3,2,0.08333333333333333,794.36,2
36,0,Non-Travel,1434,Sales,8,Life Sciences,1,76,2,Sales Executive,1,Single,7587,14229,No,0,10,1,3,7,0.7,689.7272727272727,7
52,0,Non-Travel,715,Research & Development,19,Medical,4,41,3,Research Scientist,4,Married,4258,26589,No,1,5,3,3,3,0.6,709.6666666666666,12
26,0,Travel_Frequently,575,Research & Development,1,Life Sciences,1,71,1,Laboratory Technician,4,Divorced,4364,5288,No,1,5,2,3,2,0.4,727.3333333333334,8
29,0,Travel_Rarely,657,Research & Development,27,Medical,2,66,3,Healthcare Representative,3,Married,4335,25549,No,1,11,3,2,7,0.6363636363636364,361.25,21
26,1,Travel_Rarely,1146,Sales,8,Technical Degree,4,38,2,Sales Executive,1,Single,5326,3064,No,0,6,2,2,3,0.5,760.8571428571429,3
34,0,Travel_Rarely,182,Research & Development,1,Life Sciences,2,72,4,Research Scientist,4,Single,3280,13551,No,0,10,2,3,2,0.2,298.1818181818182,8
54,0,Travel_Rarely,376,Research & Development,19,Medical,4,95,3,Manufacturing Director,1,Divorced,5485,22670,Yes,2,9,4,3,3,0.3333333333333333,548.5,3
27,0,Travel_Frequently,829,Sales,8,Marketing,3,84,3,Sales Executive,4,Married,4342,24008,No,1,5,3,3,2,0.4,723.6666666666666,8
37,0,Travel_Rarely,571,Research & Development,10,Life Sciences,4,82,3,Research Scientist,1,Divorced,2782,19905,Yes,2,6,3,2,3,0.5,397.42857142857144,3
38,0,Travel_Frequently,240,Research & Development,2,Life Sciences,1,75,4,Manufacturing Director,1,Single,5980,26085,Yes,0,17,2,3,7,0.4117647058823529,332.22222222222223,7
34,0,Travel_Rarely,121,Research & Development,2,Medical,3,86,2,Research Scientist,1,Single,4381,7530,No,0,6,3,3,5,0.8333333333333334,625.8571428571429,5
35,0,Travel_Rarely,384,Sales,8,Life Sciences,1,72,3,Sales Representative,4,Married,2572,20317,No,1,3,1,2,2,0.6666666666666666,643.0,8
30,0,Travel_Rarely,921,Research & Development,1,Life Sciences,4,38,1,Laboratory Technician,3,Married,3833,24375,No,2,7,2,3,2,0.2857142857142857,479.125,6
40,0,Travel_Frequently,791,Research & Development,2,Medical,3,38,4,Healthcare Representative,2,Married,4244,9931,No,1,8,2,3,7,0.875,471.55555555555554,14
34,0,Travel_Rarely,1111,Sales,8,Life Sciences,3,93,3,Sales Executive,1,Married,6500,13305,No,1,6,1,3,2,0.3333333333333333,928.5714285714286,2
42,0,Travel_Frequently,570,Research & Development,8,Life Sciences,2,66,3,Manager,4,Divorced,18430,16225,No,1,24,4,2,7,0.2916666666666667,737.2,28
23,1,Travel_Rarely,1243,Research & Development,6,Life Sciences,3,63,4,Laboratory Technician,1,Married,1601,3445,Yes,2,1,2,3,0,0.0,800.5,0
24,0,Non-Travel,1092,Research & Development,9,Life Sciences,3,60,2,Laboratory Technician,2,Divorced,2694,26551,No,3,1,4,3,0,0.0,1347.0,0
52,0,Travel_Rarely,1325,Research & Development,11,Life Sciences,4,82,3,Laboratory Technician,3,Married,3149,21821,No,1,9,3,3,2,0.2222222222222222,314.9,6
50,0,Travel_Rarely,691,Research & Development,2,Medical,3,64,3,Research Director,3,Married,17639,6881,No,0,30,3,3,3,0.1,569.0,9
29,1,Travel_Rarely,805,Research & Development,1,Life Sciences,2,36,2,Laboratory Technician,1,Married,2319,6689,Yes,1,1,1,3,0,0.0,1159.5,0
33,0,Travel_Rarely,213,Research & Development,7,Medical,3,49,3,Research Director,3,Married,11691,25995,No,0,14,3,4,9,0.6428571428571429,779.4,27
33,1,Travel_Rarely,118,Sales,16,Marketing,1,69,3,Sales Executive,1,Single,5324,26507,No,0,6,3,3,2,0.3333333333333333,760.5714285714286,2
47,0,Travel_Rarely,202,Research & Development,2,Other,3,33,3,Manager,4,Married,16752,12982,Yes,1,26,3,2,14,0.5384615384615384,620.4444444444445,56
36,0,Travel_Rarely,676,Research & Development,1,Other,3,35,3,Manufacturing Director,2,Married,5228,23361,No,1,10,2,3,7,0.7,475.27272727272725,14
29,0,Travel_Rarely,1252,Research & Development,23,Life Sciences,3,81,4,Research Scientist,3,Married,2700,23779,No,1,10,3,3,7,0.7,245.45454545454547,21
58,1,Travel_Rarely,286,Research & Development,2,Life Sciences,4,31,3,Research Director,2,Single,19246,25761,Yes,0,40,2,3,15,0.375,469.4146341463415,30
35,0,Travel_Rarely,1258,Research & Development,1,Life Sciences,4,40,4,Research Scientist,3,Single,2506,13301,No,0,7,0,3,2,0.2857142857142857,313.25,6
42,0,Travel_Rarely,932,Research & Development,1,Life Sciences,4,43,2,Manufacturing Director,4,Married,6062,4051,Yes,1,8,4,3,3,0.375,673.5555555555555,12
28,1,Travel_Rarely,890,Research & Development,2,Medical,3,46,3,Research Scientist,3,Single,4382,16374,No,0,5,3,2,2,0.4,730.3333333333334,6
36,0,Travel_Rarely,1041,Human Resources,13,Human Resources,3,36,3,Human Resources,2,Married,2143,25527,No,1,8,2,3,2,0.25,238.11111111111111,4
32,0,Travel_Rarely,859,Research & Development,4,Life Sciences,3,98,2,Manufacturing Director,3,Married,6162,19124,No,1,14,3,3,13,0.9285714285714286,410.8,39
40,0,Travel_Frequently,720,Research & Development,16,Medical,1,51,2,Laboratory Technician,3,Single,5094,11983,No,0,10,6,3,0,0.0,463.09090909090907,0
30,0,Travel_Rarely,946,Research & Development,2,Medical,3,52,2,Manufacturing Director,4,Single,6877,20234,Yes,0,12,4,2,0,0.0,529.0,0
45,0,Travel_Rarely,252,Research & Development,2,Life Sciences,2,95,2,Research Scientist,3,Single,2274,6153,No,0,1,3,3,0,0.0,1137.0,0
42,0,Travel_Rarely,933,Research & Development,29,Life Sciences,2,98,3,Manufacturing Director,2,Married,4434,11806,No,1,10,3,2,8,0.8,403.09090909090907,16
38,0,Travel_Frequently,471,Research & Development,12,Life Sciences,1,45,2,Healthcare Representative,1,Divorced,6288,4284,No,1,13,3,2,3,0.23076923076923078,449.14285714285717,3
34,0,Travel_Frequently,702,Research & Development,16,Life Sciences,3,100,2,Research Scientist,4,Single,2553,8306,No,0,6,3,3,2,0.3333333333333333,364.7142857142857,8
49,1,Travel_Rarely,1184,Sales,11,Marketing,3,43,3,Sales Executive,4,Married,7654,5860,No,2,9,3,4,8,0.8888888888888888,765.4,32
55,1,Travel_Rarely,436,Sales,2,Medical,3,37,3,Sales Executive,4,Single,5160,21519,No,0,12,3,2,7,0.5833333333333334,396.9230769230769,28
43,0,Travel_Rarely,589,Research & Development,14,Life Sciences,2,94,3,Research Director,1,Married,17159,5200,No,1,22,3,3,1,0.045454545454545456,746.0434782608696,1
27,0,Travel_Rarely,269,Research & Development,5,Technical Degree,3,42,2,Research Director,4,Divorced,12808,8842,Yes,1,9,3,3,8,0.8888888888888888,1280.8,32
35,0,Travel_Rarely,950,Research & Development,7,Other,3,59,3,Manufacturing Director,3,Single,10221,18869,No,0,17,3,4,5,0.29411764705882354,567.8333333333334,15
28,0,Travel_Rarely,760,Sales,2,Marketing,2,81,3,Sales Executive,2,Married,4779,3698,Yes,0,8,2,3,7,0.875,531.0,14
34,0,Travel_Rarely,829,Human Resources,3,Human Resources,3,88,3,Human Resources,4,Married,3737,2243,No,1,4,1,1,2,0.5,747.4,8
26,1,Travel_Frequently,887,Research & Development,5,Medical,3,88,2,Research Scientist,3,Married,2366,20898,Yes,1,8,2,3,7,0.875,262.8888888888889,21
27,0,Non-Travel,443,Research & Development,3,Medical,4,50,3,Research Scientist,4,Married,1706,16571,No,3,0,6,2,0,0.0,1706.0,0
51,0,Travel_Rarely,1318,Sales,26,Marketing,1,66,3,Manager,3,Married,16307,5594,No,1,29,2,2,6,0.20689655172413793,543.5666666666667,18
44,0,Travel_Rarely,625,Research & Development,4,Medical,4,50,3,Healthcare Representative,2,Single,5933,5197,No,0,10,2,2,2,0.2,539.3636363636364,4
25,0,Travel_Rarely,180,Research & Development,2,Medical,1,65,4,Research Scientist,1,Single,3424,21632,No,0,6,3,2,3,0.5,489.14285714285717,3
33,0,Travel_Rarely,586,Sales,1,Medical,1,48,4,Sales Executive,1,Divorced,4037,21816,No,1,9,5,3,8,0.8888888888888888,403.7,8
35,0,Travel_Rarely,1343,Research & Development,27,Medical,3,53,2,Research Scientist,1,Single,2559,17852,No,0,6,3,2,5,0.8333333333333334,365.57142857142856,5
36,0,Travel_Rarely,928,Sales,1,Life Sciences,2,56,3,Sales Executive,4,Married,6201,2823,Yes,1,18,1,2,14,0.7777777777777778,326.36842105263156,56
32,0,Travel_Rarely,117,Sales,13,Life Sciences,2,73,3,Sales Executive,4,Divorced,4403,9250,No,1,8,3,2,2,0.25,489.22222222222223,8
30,0,Travel_Frequently,1012,Research & Development,5,Life Sciences,2,75,2,Research Scientist,4,Divorced,3761,2373,No,1,10,3,2,4,0.4,341.90909090909093,16
53,0,Travel_Rarely,661,Sales,7,Marketing,1,78,2,Sales Executive,4,Married,10934,20715,Yes,1,35,3,3,2,0.05714285714285714,303.72222222222223,8
45,0,Travel_Rarely,930,Sales,9,Marketing,4,74,3,Sales Executive,1,Divorced,10761,19239,Yes,1,18,2,3,4,0.2222222222222222,566.3684210526316,4
32,0,Travel_Rarely,638,Research & Development,8,Medical,3,91,4,Research Scientist,3,Married,5175,22162,No,1,9,3,2,3,0.3333333333333333,517.5,9
52,0,Travel_Frequently,890,Research & Development,25,Medical,3,81,2,Manufacturing Director,4,Married,13826,19028,No,0,31,3,3,8,0.25806451612903225,432.0625,32
37,0,Travel_Rarely,342,Sales,16,Marketing,4,66,2,Sales Executive,3,Divorced,6334,24558,No,2,9,2,3,0,0.0,633.4,0
28,0,Travel_Rarely,1169,Human Resources,8,Medical,2,63,2,Human Resources,4,Divorced,4936,23965,No,1,6,6,3,1,0.16666666666666666,705.1428571428571,4
22,0,Travel_Rarely,1230,Research & Development,1,Life Sciences,4,33,2,Manufacturing Director,4,Married,4775,19146,No,2,4,2,1,2,0.5,955.0,8
44,0,Travel_Rarely,986,Research & Development,8,Life Sciences,1,62,4,Laboratory Technician,4,Married,2818,5044,Yes,1,10,2,2,2,0.2,256.1818181818182,8
42,0,Travel_Frequently,1271,Research & Development,2,Medical,2,35,3,Research Scientist,4,Single,2515,9068,Yes,0,8,2,3,1,0.125,279.44444444444446,4
36,0,Travel_Rarely,1278,Human Resources,8,Life Sciences,1,77,2,Human Resources,1,Married,2342,8635,No,0,6,3,3,4,0.6666666666666666,334.57142857142856,4
25,0,Travel_Rarely,141,Sales,3,Other,3,98,3,Sales Executive,1,Married,4194,14363,Yes,0,5,3,3,3,0.6,699.0,3
35,0,Travel_Rarely,607,Research & Development,9,Life Sciences,4,66,2,Manufacturing Director,3,Married,10685,23457,Yes,1,17,2,3,14,0.8235294117647058,593.6111111111111,42
35,1,Travel_Frequently,130,Research & Development,25,Life Sciences,4,96,3,Research Scientist,2,Divorced,2022,16612,Yes,1,10,3,2,2,0.2,183.8181818181818,4
32,0,Non-Travel,300,Research & Development,1,Life Sciences,4,61,3,Laboratory Technician,4,Divorced,2314,9148,No,1,4,2,3,0,0.0,462.8,0
